0, 0.025000, -0.1
0, 0.066100, -0.1
0.047500, 0.060400, -0.1
0.092200, 0.077400, -0.1
0.123900, 0.113200, -0.1
0.135400, 0.159600, -0.1
0.123900, 0.206100, -0.1
0.092200, 0.241900, -0.1
0.047500, 0.258900, -0.1
0, 0.253200, -0.1
0, 0.365900, -0.1
0.047300, 0.360500, -0.1
0.091800, 0.377600, -0.1
0.123300, 0.413400, -0.1
0.134600, 0.459700, -0.1
0.123300, 0.505900, -0.1
0.091800, 0.541700, -0.1
0.047300, 0.558900, -0.1
0, 0.553500, -0.1
0, 0.575000, -0.1
0.050000, 0.575000, -0.1
0.050000, 0.558500, -0.1
0.093300, 0.540700, -0.1
0.123700, 0.505100, -0.1
0.134600, 0.459700, -0.1
0.123700, 0.414200, -0.1
0.093300, 0.378700, -0.1
0.050000, 0.360900, -0.1
0.050000, 0.258600, -0.1
0.093600, 0.240900, -0.1
0.124300, 0.205300, -0.1
0.135400, 0.159600, -0.1
0.124300, 0.113900, -0.1
0.093600, 0.078300, -0.1
0.050000, 0.060700, -0.1
0.050000, 0.025000, -0.1
0.100000, 0.025000, -0.1
0.100000, 0.083300, -0.1
0.126100, 0.117600, -0.1
0.135400, 0.159600, -0.1
0.126100, 0.201700, -0.1
0.100000, 0.235900, -0.1
0.100000, 0.384000, -0.1
0.125600, 0.418100, -0.1
0.134600, 0.459700, -0.1
0.125600, 0.501300, -0.1
0.100000, 0.535300, -0.1
0.100000, 0.575000, -0.1
0.150000, 0.575000, -0.1
0.150000, 0.316700, -0.1
0.143700, 0.281800, -0.1
0.150000, 0.246800, -0.1
0.150000, 0.073900, -0.1
0.150000, 0.073900, -0.1
0.171800, 0.097700, -0.1
0.200000, 0.113300, -0.1
0.200000, 0.191800, -0.1
0.165400, 0.219600, -0.1
0.146200, 0.259600, -0.1
0.146200, 0.303900, -0.1
0.165400, 0.344000, -0.1
0.200000, 0.371700, -0.1
0.200000, 0.500900, -0.1
0.200000, 0.500900, -0.1
0.223700, 0.488100, -0.1
0.250000, 0.482100, -0.1
0.250000, 0.381600, -0.1
0.297300, 0.366200, -0.1
0.331300, 0.329900, -0.1
0.343700, 0.281800, -0.1
0.331300, 0.233600, -0.1
0.297300, 0.197300, -0.1
0.250000, 0.182000, -0.1
0.250000, 0.117800, -0.1
0.276700, 0.109500, -0.1
0.300000, 0.094000, -0.1
0.300000, 0.199100, -0.1
0.332100, 0.235000, -0.1
0.343700, 0.281800, -0.1
0.332100, 0.328500, -0.1
0.300000, 0.364400, -0.1
0.300000, 0.490600, -0.1
0.300000, 0.490600, -0.1
0.329600, 0.511000, -0.1
0.350000, 0.540500, -0.1
0.350000, 0.178600, -0.1
0.343200, 0.142200, -0.1
0.350000, 0.105800, -0.1
0.350000, 0.025000, -0.1
0.400000, 0.025000, -0.1
0.400000, 0.052000, -0.1
0.365100, 0.079700, -0.1
0.345700, 0.119900, -0.1
0.345700, 0.164500, -0.1
0.365100, 0.204700, -0.1
0.400000, 0.232400, -0.1
0.400000, 0.372900, -0.1
0.366400, 0.409100, -0.1
0.354200, 0.456900, -0.1
0.366400, 0.504800, -0.1
0.400000, 0.541000, -0.1
0.400000, 0.575000, -0.1
0.450000, 0.575000, -0.1
0.450000, 0.556800, -0.1
0.401800, 0.542100, -0.1
0.366900, 0.505700, -0.1
0.354200, 0.456900, -0.1
0.366900, 0.408200, -0.1
0.401800, 0.371800, -0.1
0.450000, 0.357000, -0.1
0.450000, 0.242000, -0.1
0.497100, 0.226400, -0.1
0.530900, 0.190200, -0.1
0.543200, 0.142200, -0.1
0.530900, 0.094200, -0.1
0.497100, 0.058000, -0.1
0.450000, 0.042400, -0.1
0.450000, 0.025000, -0.1
0.500000, 0.025000, -0.1
0.500000, 0.059900, -0.1
0.531700, 0.095700, -0.1
0.543200, 0.142200, -0.1
0.531700, 0.188600, -0.1
0.500000, 0.224500, -0.1
0.500000, 0.368000, -0.1
0.533400, 0.395900, -0.1
0.551800, 0.435200, -0.1
0.551800, 0.478700, -0.1
0.533400, 0.518000, -0.1
0.500000, 0.545800, -0.1
0.500000, 0.575000, -0.1
0.550000, 0.575000, -0.1
0.550000, 0.485700, -0.1
0.554200, 0.456900, -0.1
0.550000, 0.428200, -0.1
0.550000, 0.025000, -0.1
0.600000, 0.025000, -0.1
0.600000, 0.575000, -0.1
